,EVENT MARKER,FLD TIME(sec.),RATIO_OF_MEANS_RG_corrected.1.1,RATIO_OF_MEANS_RG_corrected.1.2,RATIO_OF_MEANS_RG_corrected.1.3,RATIO_OF_MEANS_RG_corrected.1.4,RATIO_OF_MEANS_RG_corrected.1.5,RATIO_OF_MEANS_RG_corrected.1.6,RATIO_OF_MEANS_RG_corrected.1.7,RATIO_OF_MEANS_RG_corrected.1.8,RATIO_OF_MEANS_RG_corrected.1.9,RATIO_OF_MEANS_RG_corrected.1.10,RATIO_OF_MEANS_RG_corrected.1.11,RATIO_OF_MEANS_RG_corrected.1.12,RATIO_OF_MEANS_RG_corrected.1.13,RATIO_OF_MEANS_RG_corrected.1.14,RATIO_OF_MEANS_RG_corrected.1.15,RATIO_OF_MEANS_RG_corrected.1.16,RATIO_OF_MEANS_RG_corrected.1.17,RATIO_OF_MEANS_RG_corrected.1.18,RATIO_OF_MEANS_RG_corrected.1.19
1709,,1708.857056,0.391548,0.301898,1.006016,0.6433,0.498446,0.444098,0.461896,0.54869,0.490462,0.371677,0.464843,0.430923,0.415624,0.422678,0.620013,0.398926,0.92788,0.407396,3.538318
1710,,1709.863403,0.390205,0.301398,0.978305,0.635245,0.501742,0.441013,0.456934,0.528563,0.489483,0.370074,0.465177,0.431859,0.413647,0.42098,0.612307,0.396115,0.921849,0.407231,3.547544
1711,,1710.854736,0.388485,0.300328,0.99515,0.625106,0.496996,0.438193,0.456096,0.552118,0.487817,0.364977,0.462933,0.427603,0.414065,0.421325,0.613983,0.388099,0.907016,0.39942,3.437582
1712,,1711.862671,0.383721,0.297559,0.900696,0.613716,0.489574,0.431036,0.447637,0.517127,0.482195,0.364884,0.45854,0.425414,0.409281,0.414412,0.60583,0.384764,0.898127,0.397533,3.436329
1713,,1712.869629,0.385496,0.298098,0.945052,0.611627,0.491844,0.434503,0.449187,0.538231,0.481934,0.366329,0.462488,0.428664,0.409577,0.416246,0.606234,0.383818,0.901364,0.401932,3.620083
1714,,1713.860962,0.392317,0.300809,1.012607,0.61391,0.495928,0.438741,0.455378,0.532651,0.487838,0.367817,0.464124,0.431366,0.413291,0.415013,0.626098,0.389227,0.906806,0.403314,3.706846
1715,,1714.868286,0.390973,0.302349,0.946059,0.638202,0.497093,0.437036,0.456352,0.536877,0.491443,0.369043,0.465002,0.432952,0.41975,0.419547,0.623959,0.386146,0.906532,0.40676,3.656803
1716,,1715.859497,0.393582,0.302344,0.95939,0.628441,0.496946,0.44065,0.459027,0.536607,0.494267,0.369389,0.465305,0.433534,0.421143,0.41714,0.624504,0.385396,0.904392,0.406144,3.350435
1717,,1716.867065,0.386066,0.29946,0.994041,0.617309,0.488163,0.433382,0.448373,0.536873,0.486905,0.364649,0.459042,0.427994,0.412878,0.412449,0.616783,0.381828,0.893945,0.40166,3.619791
1718,,1717.874146,0.38756,0.298751,0.975214,0.609585,0.483211,0.431102,0.450611,0.513014,0.484018,0.365533,0.456073,0.423191,0.413332,0.412312,0.626163,0.378995,0.891703,0.399456,3.554287
1719,,1718.865356,0.388282,0.296323,0.888731,0.611789,0.483462,0.433977,0.448639,0.510762,0.485105,0.366235,0.456498,0.426549,0.415783,0.410894,0.618146,0.374608,0.883365,0.398146,3.414669
1720,,1719.872925,0.38834,0.296031,0.933751,0.610822,0.482465,0.4319,0.447474,0.523336,0.48694,0.365404,0.457443,0.423701,0.41331,0.410727,0.626332,0.37588,0.882018,0.400193,3.420121
1721,,1720.865967,0.391724,0.299074,0.947965,0.613039,0.484824,0.434939,0.451766,0.550946,0.487966,0.368191,0.460282,0.428327,0.418103,0.412162,0.626671,0.370122,0.879097,0.40034,3.555966
1722,,1721.87146,0.391485,0.299001,1.010342,0.636761,0.485656,0.432988,0.446792,0.548489,0.487343,0.366737,0.461807,0.427064,0.414667,0.414055,0.632959,0.374188,0.880787,0.402102,3.788531
1723,,1722.862793,0.398827,0.307009,0.986106,0.6396,0.49728,0.441839,0.453758,0.550252,0.494526,0.373255,0.470924,0.434769,0.423112,0.418813,0.638534,0.379402,0.894851,0.40992,3.62087
1724,,1723.870239,0.397163,0.302689,0.923298,0.632599,0.496916,0.443672,0.45027,0.508985,0.492927,0.372413,0.465444,0.432308,0.42224,0.417801,0.643392,0.377794,0.886358,0.409373,3.415728
1725,,1724.877563,0.392615,0.301,0.906076,0.62038,0.492571,0.435839,0.444844,0.518403,0.48759,0.368965,0.463658,0.42894,0.420391,0.414639,0.667304,0.372342,0.875598,0.405172,3.627439
1726,,1725.868896,0.388428,0.300272,0.956455,0.613397,0.490751,0.436653,0.442537,0.524024,0.482476,0.36767,0.460118,0.429041,0.419279,0.414085,0.659442,0.370515,0.868233,0.403205,3.379798
1727,,1726.876465,0.389955,0.299325,0.986388,0.61243,0.488654,0.437693,0.443454,0.534041,0.482234,0.368333,0.462678,0.430997,0.416762,0.413245,0.656241,0.368293,0.873565,0.40264,3.888127
1728,,1727.867798,0.394403,0.304882,0.953589,0.616585,0.498456,0.442061,0.469868,0.508553,0.491051,0.371414,0.469772,0.434222,0.421469,0.419554,0.658881,0.375014,0.886265,0.409851,3.447816
1729,,1728.875122,0.389577,0.29732,0.989323,0.625694,0.486599,0.433361,0.471285,0.562462,0.481979,0.365791,0.460526,0.430307,0.41818,0.413985,0.643379,0.368229,0.878147,0.403216,3.86221
1730,,1729.866577,0.387133,0.299179,0.916958,0.6152,0.488441,0.432407,0.46882,0.518278,0.483164,0.363414,0.460095,0.426747,0.418494,0.411259,0.63988,0.367658,0.886952,0.404609,3.630769
1731,,1730.874023,0.392115,0.301349,1.043526,0.616403,0.493029,0.439984,0.480486,0.534343,0.487846,0.370753,0.468791,0.434239,0.428865,0.419961,0.641952,0.371844,0.919461,0.408613,3.699197
1732,,1731.86731,0.385958,0.299676,0.956298,0.604947,0.483351,0.430756,0.466554,0.527942,0.482323,0.366334,0.460322,0.426554,0.420044,0.412617,0.62563,0.367048,0.919164,0.403903,3.47419
1733,,1732.872681,0.387965,0.302935,1.028771,0.610494,0.491743,0.437026,0.468845,0.52569,0.481929,0.366969,0.463405,0.429923,0.420749,0.415478,0.632143,0.369387,0.922346,0.404957,3.628994
1734,,1733.880005,0.388242,0.30156,0.972353,0.630422,0.53892,0.434628,0.465603,0.536754,0.485753,0.362607,0.46404,0.42901,0.418462,0.413013,0.624639,0.368635,0.929354,0.402402,3.629567
1735,,1734.87146,0.390849,0.306352,0.950096,0.622358,0.531351,0.438527,0.467402,0.543794,0.485092,0.366818,0.461593,0.428844,0.422045,0.413823,0.628125,0.367595,0.941119,0.404112,3.598192
1736,,1735.878906,0.385008,0.304728,0.944043,0.613493,0.525469,0.436068,0.459631,0.520306,0.479778,0.363601,0.459425,0.428947,0.416805,0.413398,0.61642,0.365129,0.946743,0.40336,3.654148
1737,,1736.870361,0.384879,0.305017,0.976085,0.610882,0.522033,0.434682,0.459865,0.534789,0.482241,0.36472,0.460571,0.426539,0.413109,0.409441,0.608665,0.364482,0.954052,0.402005,3.691718
1738,,1737.87793,0.391512,0.311454,0.957616,0.611455,0.525438,0.438347,0.463553,0.505178,0.488216,0.368117,0.463186,0.43065,0.419482,0.414433,0.616953,0.374419,0.982885,0.40627,3.544304
1739,,1738.869385,0.391042,0.311945,0.965175,0.627352,0.52369,0.44021,0.48638,0.543111,0.490865,0.370623,0.466846,0.431815,0.422079,0.415772,0.618529,0.372859,1.000076,0.411577,3.593904
1740,,1739.876831,0.385698,0.305793,0.942138,0.616422,0.514172,0.433193,0.469855,0.536441,0.48078,0.364385,0.457347,0.426269,0.413273,0.408232,0.605016,0.367962,0.991226,0.401812,3.552959
1741,,1740.883911,0.390649,0.309889,0.989613,0.616129,0.575128,0.438747,0.47803,0.549742,0.486483,0.368043,0.466734,0.434811,0.419404,0.416096,0.610355,0.37381,1.024385,0.408148,3.536538
1742,,1741.876465,0.392903,0.312283,0.940265,0.612125,0.563494,0.439896,0.471691,0.524267,0.488539,0.370393,0.463701,0.43425,0.422192,0.416385,0.620687,0.376177,1.030614,0.40839,3.643562
1743,,1742.882813,0.391526,0.313729,0.929037,0.616561,0.559558,0.439286,0.471841,0.532523,0.488986,0.374454,0.467384,0.435678,0.420866,0.41998,0.620826,0.377327,1.034934,0.408264,3.891676
1744,,1743.874146,0.382877,0.307525,0.963642,0.596393,0.543118,0.431688,0.464663,0.538281,0.480159,0.364785,0.456911,0.427635,0.412468,0.415505,0.606336,0.367698,1.005718,0.398066,3.499925
1745,,1744.88147,0.381453,0.305896,0.942814,0.59508,0.56737,0.430863,0.458665,0.542534,0.475629,0.362808,0.452137,0.42651,0.407275,0.418046,0.595989,0.366092,0.99874,0.399587,3.49505
1746,,1745.873047,0.388639,0.311937,1.014704,0.603603,0.594661,0.437474,0.467022,0.537791,0.486059,0.370367,0.464236,0.438674,0.418571,0.430477,0.615387,0.399691,1.016812,0.40706,3.32884
1747,,1746.880737,0.391899,0.314115,0.948788,0.597551,0.583383,0.436962,0.462415,0.533127,0.487356,0.370278,0.464988,0.434589,0.42051,0.432465,0.62147,0.405895,1.03422,0.407949,3.621883
1748,,1747.887695,0.394482,0.317696,1.01989,0.601656,0.580545,0.441478,0.467019,0.56838,0.491977,0.374211,0.465103,0.440602,0.422161,0.438747,0.628242,0.41747,1.0434,0.410596,3.813916
1749,,1748.87915,0.389703,0.315893,0.964142,0.618628,0.567393,0.440968,0.459822,0.512874,0.48859,0.371915,0.461935,0.435635,0.4269,0.441069,0.623752,0.412056,1.042722,0.411168,3.599251
1750,,1749.886597,0.39345,0.316212,1.05823,0.612824,0.56094,0.43954,0.462857,0.570511,0.489324,0.369493,0.46473,0.436782,0.42799,0.463901,0.62319,0.424762,1.034969,0.410983,3.685532
1751,,1750.877686,0.389814,0.313731,0.949846,0.604553,0.552319,0.437248,0.45394,0.52846,0.483905,0.367491,0.459289,0.432152,0.422437,0.454259,0.615643,0.419262,1.020377,0.40671,3.684452
1752,,1751.885132,0.389294,0.310614,1.020934,0.621853,0.543503,0.432347,0.451033,0.523475,0.482683,0.366483,0.460126,0.432239,0.42025,0.450766,0.606302,0.41298,1.009028,0.403946,3.641813
1753,,1752.876587,0.386413,0.310374,0.952762,0.613382,0.542123,0.43561,0.452929,0.526716,0.48188,0.367974,0.456151,0.42967,0.42061,0.479275,0.611847,0.410258,0.999305,0.407228,3.523331
1754,,1753.883911,0.390137,0.312844,0.970094,0.611937,0.54222,0.438714,0.452428,0.530687,0.487988,0.371724,0.459385,0.432141,0.42313,0.531258,0.614687,0.410077,1.012496,0.408926,3.305241
1755,,1754.892578,0.389088,0.313537,0.957477,0.610459,0.536207,0.433545,0.450249,0.522957,0.48596,0.369044,0.459522,0.431325,0.423081,0.555473,0.614877,0.410039,0.997005,0.409562,3.415137
1756,,1755.882446,0.386774,0.309956,0.969695,0.600394,0.532286,0.432675,0.449383,0.539488,0.483624,0.37037,0.459451,0.434492,0.418718,0.537793,0.617376,0.41183,0.991381,0.407716,3.620589
1757,,1756.890259,0.396681,0.317918,0.966725,0.632592,0.535891,0.444616,0.458571,0.583803,0.493214,0.375421,0.472003,0.442038,0.427321,0.539525,0.627647,0.418807,1.006884,0.416046,3.552584
1758,,1757.881226,0.384452,0.309318,0.922376,0.605648,0.519279,0.429678,0.446122,0.515831,0.478056,0.363809,0.451072,0.426234,0.41383,0.510228,0.612207,0.402186,0.973461,0.40216,3.430254
1759,,1758.888306,0.38431,0.309738,0.899286,0.604301,0.524015,0.429308,0.444491,0.504322,0.479862,0.365494,0.454747,0.424414,0.413939,0.499021,0.609335,0.410349,0.968197,0.403239,3.694059
1760,,1759.879883,0.38939,0.311862,0.935525,0.606536,0.5699,0.433677,0.452255,0.529187,0.486667,0.37266,0.461527,0.432717,0.417073,0.499391,0.611364,0.409715,0.976853,0.409161,3.538391
1761,,1760.887329,0.383589,0.306542,0.957093,0.58997,0.54595,0.426189,0.437746,0.537463,0.473969,0.363146,0.450335,0.42265,0.40865,0.478846,0.594725,0.396719,0.951124,0.398657,3.677636
1762,,1761.894531,0.387632,0.312658,0.916416,0.601645,0.60759,0.43704,0.44553,0.545429,0.486026,0.371727,0.457383,0.431271,0.415184,0.483799,0.612009,0.404357,0.970429,0.411468,3.476141
1763,,1762.885986,0.397637,0.318563,0.950507,0.622453,0.601903,0.442829,0.451726,0.538605,0.491032,0.376766,0.465803,0.43664,0.423014,0.485359,0.61432,0.422681,0.978848,0.41569,3.790565
1764,,1763.894165,0.385949,0.311876,1.00122,0.612169,0.572512,0.43017,0.442649,0.524155,0.478976,0.369971,0.4537,0.427744,0.411957,0.46976,0.5964,0.404659,0.954559,0.408536,3.679251
1765,,1764.884644,0.386921,0.310467,0.938332,0.608253,0.597495,0.434322,0.442972,0.52865,0.481752,0.369753,0.45779,0.426809,0.416742,0.474946,0.604344,0.41701,0.95749,0.408723,3.547956
1766,,1765.892212,0.39355,0.316257,0.927054,0.608962,0.619043,0.441202,0.449336,0.519049,0.488911,0.373698,0.467109,0.433604,0.420544,0.475688,0.612554,0.420951,0.960664,0.413251,3.534716
1767,,1766.884521,0.393899,0.314055,0.972309,0.629545,0.642106,0.440443,0.445093,0.52254,0.486537,0.373712,0.462592,0.425821,0.420471,0.471658,0.604578,0.413625,0.950411,0.408343,3.717071
1768,,1767.890869,0.385595,0.308443,0.964313,0.608596,0.614819,0.437857,0.44093,0.526638,0.477927,0.367464,0.454939,0.424558,0.410025,0.523202,0.59778,0.40648,0.940236,0.40857,3.712139
1769,,1768.898315,0.388083,0.312692,0.979896,0.60695,0.610705,0.442965,0.444215,0.558202,0.483287,0.367943,0.463322,0.425908,0.415197,0.509418,0.612705,0.403622,0.938271,0.410887,3.57026
1770,,1769.889648,0.385092,0.30719,0.968591,0.596924,0.593993,0.44185,0.437512,0.540771,0.478986,0.365255,0.456336,0.424199,0.409887,0.498692,0.610129,0.403153,0.940806,0.406367,3.924764
1771,,1770.896973,0.383628,0.308618,0.937478,0.594688,0.582736,0.438224,0.441784,0.522347,0.479906,0.366186,0.458027,0.427116,0.411152,0.488938,0.604425,0.396847,0.935975,0.404653,3.432392
1772,,1771.888184,0.385616,0.308248,0.930495,0.590087,0.574131,0.441293,0.435092,0.534482,0.479599,0.365355,0.454795,0.421683,0.411095,0.482951,0.596835,0.395781,0.935069,0.403845,3.730497
1773,,1772.895996,0.389406,0.310723,0.984271,0.615354,0.575262,0.445385,0.440006,0.524166,0.482914,0.366126,0.460608,0.43089,0.418531,0.479585,0.605368,0.398497,0.937453,0.408554,3.333334
1774,,1773.886841,0.389387,0.315105,0.923993,0.612509,0.573565,0.447098,0.440954,0.527795,0.482504,0.368893,0.458952,0.429698,0.419878,0.482627,0.613587,0.395879,0.945966,0.409456,3.474471
1775,,1774.894165,0.387284,0.312213,0.92477,0.606138,0.563603,0.444721,0.438438,0.51301,0.479554,0.365065,0.458551,0.428156,0.413639,0.490591,0.612642,0.388603,0.943221,0.40677,3.756191
1776,,1775.90271,0.386731,0.308408,0.939518,0.596853,0.58275,0.443018,0.434586,0.513074,0.476269,0.364637,0.454174,0.42337,0.415203,0.486599,0.60378,0.384819,0.937544,0.404278,3.694425
1777,,1776.892944,0.388742,0.312312,0.988752,0.621638,0.609782,0.447677,0.438711,0.567769,0.481391,0.366159,0.455975,0.429554,0.421853,0.485556,0.609067,0.387515,0.937281,0.408634,3.827586
1778,,1777.900146,0.387428,0.310194,0.98394,0.611458,0.594789,0.442122,0.43479,0.538243,0.481082,0.364772,0.456439,0.433672,0.415869,0.477213,0.607486,0.386839,0.925656,0.406141,3.783549
1779,,1778.891357,0.394033,0.315239,0.940166,0.619316,0.590601,0.450079,0.441939,0.534481,0.48548,0.371382,0.463343,0.433866,0.422859,0.477765,0.624912,0.404755,0.944108,0.417836,3.646243
1780,,1779.898682,0.393588,0.316998,0.993276,0.621449,0.587363,0.456961,0.445804,0.5409,0.490221,0.372987,0.465691,0.439522,0.419957,0.473825,0.616697,0.406797,0.928196,0.415428,3.736923
1781,,1780.890015,0.386545,0.311842,0.903928,0.610401,0.572317,0.451702,0.433764,0.525561,0.483179,0.364619,0.457066,0.434749,0.418135,0.457955,0.622712,0.397443,0.91415,0.410238,3.52754
1782,,1781.897339,0.387243,0.311302,0.974233,0.630233,0.656869,0.451553,0.432678,0.509461,0.481723,0.367961,0.457733,0.433732,0.419874,0.45539,0.623299,0.394615,0.910089,0.409946,3.573968
1783,,1782.904785,0.390429,0.313666,0.957518,0.626544,0.669394,0.455442,0.437683,0.542675,0.483644,0.370582,0.461733,0.438576,0.422069,0.452552,0.61624,0.394738,0.919914,0.411858,3.6843
1784,,1783.896118,0.388168,0.311617,0.976948,0.616782,0.649128,0.454945,0.430559,0.539733,0.482314,0.367011,0.456765,0.43591,0.416827,0.448594,0.612727,0.393618,0.914818,0.413373,3.574882
1785,,1784.903442,0.390413,0.317679,0.996433,0.614693,0.633521,0.460519,0.437632,0.543378,0.485804,0.368272,0.465962,0.444978,0.420193,0.451557,0.611732,0.391217,0.91672,0.412534,3.675729
1786,,1785.894775,0.390911,0.315752,0.89285,0.621587,0.626759,0.460843,0.4417,0.531159,0.491848,0.373575,0.467325,0.442689,0.424845,0.446753,0.614183,0.395707,0.91776,0.417817,3.594936
1787,,1786.9021,0.39263,0.317621,0.977187,0.629431,0.616854,0.463601,0.470041,0.551938,0.488184,0.372768,0.462985,0.447056,0.422584,0.441627,0.614359,0.392639,0.915695,0.417585,3.704097
1788,,1787.894897,0.390222,0.315305,0.931747,0.642862,0.602131,0.455662,0.475357,0.548476,0.489727,0.372478,0.467859,0.446517,0.420277,0.439005,0.610701,0.389222,0.913827,0.415221,3.302491
1789,,1788.901123,0.39263,0.315858,0.939282,0.632372,0.591823,0.456305,0.474795,0.553504,0.485691,0.371371,0.464771,0.442738,0.419925,0.434482,0.619011,0.387966,0.90845,0.419091,3.336124
1790,,1789.908447,0.38643,0.309584,0.86926,0.618735,0.577864,0.450831,0.46075,0.51599,0.482714,0.367548,0.457211,0.436705,0.41392,0.427318,0.603891,0.384081,0.89385,0.410031,3.282067
1791,,1790.900024,0.39011,0.311931,0.941286,0.621601,0.578112,0.45175,0.465941,0.532207,0.489235,0.371538,0.462216,0.445497,0.418938,0.433852,0.614473,0.385457,0.910116,0.416723,3.249431
1792,,1791.907227,0.391615,0.314653,0.959134,0.614041,0.568308,0.451378,0.462097,0.539459,0.490208,0.372011,0.461203,0.444165,0.416979,0.43141,0.616599,0.389329,0.912721,0.414272,3.669126
1793,,1792.898682,0.392116,0.315632,0.923906,0.612551,0.559327,0.448804,0.460991,0.521588,0.484566,0.371265,0.460543,0.441445,0.416026,0.426221,0.608076,0.382102,0.901269,0.411445,3.470104
1794,,1793.905884,0.388482,0.310748,0.926912,0.60448,0.547257,0.443614,0.452188,0.548112,0.483171,0.367311,0.454757,0.442859,0.41353,0.42332,0.600532,0.381649,0.895729,0.410498,3.649219
1795,,1794.897217,0.395947,0.316716,1.046144,0.624538,0.549546,0.453925,0.465483,0.569189,0.488993,0.376455,0.461286,0.443987,0.414065,0.425772,0.602672,0.387171,0.906166,0.415346,3.6751
1796,,1795.904663,0.390908,0.315167,0.935816,0.619646,0.540879,0.447043,0.455844,0.518533,0.486133,0.37132,0.457945,0.442392,0.413093,0.42151,0.600304,0.384074,0.897141,0.412616,3.543345
1797,,1796.895996,0.392375,0.313069,0.91447,0.611221,0.535861,0.442703,0.456034,0.536678,0.483422,0.370777,0.459098,0.44287,0.41273,0.423626,0.598986,0.381653,0.896163,0.412846,3.547428
1798,,1797.90332,0.394624,0.313489,0.897209,0.607941,0.537815,0.447463,0.452913,0.524328,0.483447,0.370547,0.460055,0.439966,0.415087,0.422585,0.603181,0.38391,0.904501,0.415699,3.25187
1799,,1798.9104,0.391531,0.312441,1.012122,0.602223,0.533407,0.445607,0.454664,0.544763,0.484378,0.370763,0.460539,0.440888,0.413522,0.418084,0.594911,0.381849,0.90345,0.41232,3.663048
1800,,1799.904175,0.391915,0.310756,0.952289,0.6211,0.524653,0.43898,0.450784,0.534408,0.482294,0.370679,0.45845,0.437708,0.411119,0.418511,0.592593,0.380748,0.896309,0.414032,3.499802
1801,,1800.909424,0.387484,0.310144,0.90012,0.609162,0.546927,0.441159,0.447899,0.514287,0.480332,0.370984,0.458457,0.437478,0.409714,0.416791,0.589247,0.379344,0.892382,0.40953,3.722622
1802,,1801.900757,0.398889,0.317401,0.96632,0.61782,0.552244,0.447473,0.463248,0.548985,0.491969,0.377783,0.468309,0.446961,0.415769,0.427533,0.610159,0.387281,0.902729,0.419616,3.712978
1803,,1802.908691,0.396103,0.316568,0.978655,0.613913,0.542906,0.450121,0.470701,0.557352,0.492513,0.378926,0.468211,0.445676,0.412588,0.425244,0.609884,0.383828,0.900314,0.419436,3.797166
1804,,1803.899658,0.394927,0.31688,0.988756,0.607497,0.541681,0.446195,0.469361,0.519505,0.492815,0.379442,0.468916,0.445008,0.413719,0.426046,0.610366,0.385392,0.901654,0.41955,3.739864
1805,,1804.907104,0.394481,0.312946,0.986102,0.600898,0.536804,0.443098,0.46363,0.557395,0.488178,0.376129,0.468003,0.442444,0.413909,0.42353,0.612012,0.380329,0.893962,0.418076,3.749617
1806,,1805.898682,0.388682,0.309177,0.922291,0.591425,0.52617,0.434211,0.457717,0.518067,0.479077,0.367201,0.456225,0.430422,0.406298,0.415263,0.605219,0.373455,0.879465,0.41034,3.632919
1807,,1806.906128,0.386205,0.306981,0.932982,0.586768,0.519977,0.431172,0.453393,0.506304,0.47613,0.366332,0.453642,0.430031,0.403354,0.412916,0.60356,0.372241,0.872026,0.40738,3.427319
1808,CRH 200pM,1807.913208,0.386542,0.307144,0.867923,0.584928,0.548109,0.434003,0.450571,0.520237,0.478714,0.365732,0.457412,0.430264,0.400691,0.411104,0.598874,0.371419,0.867441,0.407798,3.159219
1809,,1808.904419,0.393639,0.314061,1.00218,0.615876,0.634395,0.440996,0.458591,0.5477,0.488216,0.37284,0.463264,0.436302,0.410436,0.417219,0.60868,0.379312,0.896123,0.417575,3.548134
1810,,1809.911987,0.390156,0.309909,0.858301,0.604017,0.612067,0.437394,0.455662,0.499395,0.480486,0.369505,0.46024,0.433558,0.40744,0.415978,0.605744,0.375564,0.887086,0.4144,3.369366
1811,,1810.90332,0.390316,0.311229,0.968659,0.602043,0.599128,0.43795,0.45573,0.556847,0.483589,0.370705,0.463156,0.435509,0.409061,0.4169,0.604793,0.377455,0.88562,0.412774,3.700746
1812,,1811.910767,0.387242,0.309442,1.014755,0.595869,0.616201,0.436252,0.451526,0.551772,0.479646,0.369585,0.459956,0.428815,0.407926,0.414276,0.603289,0.370249,0.882138,0.410709,3.616745
1813,,1812.918457,0.391361,0.311995,0.937032,0.622057,0.602731,0.436064,0.448571,0.533811,0.483125,0.372307,0.462461,0.433869,0.409587,0.416524,0.603186,0.375302,0.884428,0.415676,3.614318
1814,,1813.909668,0.39135,0.31222,0.928854,0.609946,0.59381,0.435455,0.451233,0.540654,0.483607,0.372207,0.459119,0.433593,0.412044,0.416053,0.609295,0.373363,0.882603,0.412161,3.722572
1815,,1814.91687,0.399005,0.319114,0.956622,0.619084,0.595009,0.445978,0.4549,0.527777,0.490999,0.377575,0.469253,0.439527,0.41736,0.425871,0.619853,0.383106,0.895282,0.422459,3.414808
1816,,1815.908081,0.394795,0.317398,0.97992,0.605749,0.580538,0.441131,0.448741,0.519149,0.485246,0.372257,0.464862,0.434434,0.413446,0.418493,0.616184,0.378651,0.897341,0.415938,3.590247
1817,,1816.915527,0.393597,0.31604,0.987772,0.604525,0.568354,0.437408,0.465863,0.532263,0.484292,0.372293,0.462599,0.432008,0.411517,0.41849,0.613028,0.374319,0.89205,0.414064,3.580795
1818,,1817.906982,0.385296,0.311328,0.90572,0.615583,0.550388,0.431526,0.454405,0.525832,0.474351,0.364106,0.451893,0.427453,0.40669,0.411732,0.601911,0.369634,0.871851,0.407353,3.39471
1819,,1818.914307,0.388958,0.31292,0.903006,0.61439,0.548591,0.435685,0.452114,0.521938,0.479206,0.369443,0.458932,0.430973,0.406373,0.413037,0.608591,0.367888,0.885166,0.410013,3.540146
1820,,1819.921875,0.39237,0.317086,0.864154,0.61131,0.546585,0.435389,0.453339,0.517297,0.481334,0.371234,0.462978,0.430469,0.410048,0.415058,0.602987,0.373298,0.889847,0.411308,3.306483
1821,,1820.91394,0.392729,0.315137,0.984178,0.610769,0.541903,0.440204,0.459043,0.539437,0.483163,0.37391,0.465459,0.43567,0.411471,0.414799,0.610665,0.375574,0.891622,0.412166,3.9011
1822,,1821.920776,0.397828,0.318612,0.899045,0.613533,0.546068,0.442333,0.458911,0.516113,0.491537,0.376733,0.470818,0.436565,0.420286,0.416478,0.620658,0.3782,0.900821,0.416373,3.279427
1823,,1822.912109,0.388312,0.313154,0.952764,0.594934,0.525156,0.434198,0.443061,0.533087,0.477454,0.368828,0.458076,0.424045,0.412639,0.407731,0.60628,0.370333,0.875035,0.407956,3.515578
1824,,1823.919434,0.392295,0.316748,0.968132,0.627878,0.529754,0.44178,0.45672,0.532995,0.483369,0.373401,0.468012,0.435914,0.420425,0.414796,0.612626,0.373577,0.895827,0.415217,3.974739
1825,,1824.92688,0.395742,0.317985,0.937816,0.619037,0.530149,0.443848,0.458692,0.536436,0.488339,0.375788,0.46545,0.437351,0.425652,0.415397,0.617534,0.379279,0.907926,0.417258,3.502932
1826,,1825.918213,0.395463,0.31795,0.973809,0.610035,0.523483,0.444071,0.45667,0.550376,0.485134,0.376246,0.463132,0.434173,0.426237,0.412626,0.622982,0.377772,0.911657,0.417482,3.609036
1827,,1826.925537,0.388856,0.314956,0.932119,0.59575,0.512958,0.435092,0.446558,0.508804,0.481476,0.369372,0.458577,0.428237,0.419171,0.407561,0.607469,0.368783,0.89358,0.409679,3.438167
1828,,1827.91687,0.392232,0.313855,0.91532,0.621192,0.516075,0.437878,0.454801,0.518881,0.480655,0.373699,0.460878,0.429389,0.418952,0.41053,0.618836,0.372259,0.897715,0.411024,3.562458
1829,,1828.924316,0.389402,0.31339,0.907211,0.614277,0.512829,0.437046,0.452512,0.516128,0.480917,0.370156,0.459419,0.432889,0.419259,0.409355,0.613794,0.370327,0.897418,0.407918,3.528568
1830,,1829.917236,0.39123,0.315317,1.033064,0.608641,0.513495,0.435433,0.456757,0.544572,0.481343,0.369772,0.460176,0.429179,0.419586,0.405342,0.628446,0.370365,0.898944,0.408863,3.923368
1831,,1830.922974,0.394754,0.317175,0.939648,0.612543,0.51679,0.440416,0.458824,0.541693,0.488492,0.377746,0.466669,0.434262,0.422456,0.411974,0.635651,0.377968,0.904031,0.414664,3.532803
1832,,1831.914551,0.394247,0.317795,0.950772,0.606005,0.516678,0.441138,0.456546,0.542959,0.485075,0.375662,0.463358,0.433457,0.422181,0.411952,0.637735,0.376494,0.91488,0.416655,3.630418
1833,,1832.921997,0.394987,0.316716,0.927374,0.625077,0.510251,0.434536,0.465794,0.550804,0.484217,0.371957,0.462425,0.428923,0.419497,0.412553,0.647551,0.375263,0.911164,0.414988,3.42512
1834,,1833.913208,0.392963,0.317556,0.894118,0.614299,0.508233,0.436369,0.462439,0.536387,0.483341,0.372155,0.460544,0.429787,0.419261,0.407681,0.645294,0.375565,0.90384,0.414708,3.28672
1835,,1834.920654,0.391175,0.314275,0.944012,0.607585,0.505414,0.435047,0.454788,0.552096,0.477548,0.370735,0.45461,0.426558,0.413778,0.411063,0.63988,0.373091,0.893199,0.411741,3.558689
1836,,1835.927979,0.392327,0.312407,0.947349,0.604208,0.505253,0.434165,0.458555,0.532701,0.479119,0.371281,0.454663,0.42475,0.411728,0.407997,0.629191,0.372045,0.89359,0.408005,3.681421
