,EVENT MARKER,FLD TIME(sec.),RATIO_OF_MEANS_RG_corrected.1.1,RATIO_OF_MEANS_RG_corrected.1.2,RATIO_OF_MEANS_RG_corrected.1.3,RATIO_OF_MEANS_RG_corrected.1.4,RATIO_OF_MEANS_RG_corrected.1.5,RATIO_OF_MEANS_RG_corrected.1.6,RATIO_OF_MEANS_RG_corrected.1.7,RATIO_OF_MEANS_RG_corrected.1.8,RATIO_OF_MEANS_RG_corrected.1.9,RATIO_OF_MEANS_RG_corrected.1.10,RATIO_OF_MEANS_RG_corrected.1.11,RATIO_OF_MEANS_RG_corrected.1.12,RATIO_OF_MEANS_RG_corrected.1.13,RATIO_OF_MEANS_RG_corrected.1.14,RATIO_OF_MEANS_RG_corrected.1.15,RATIO_OF_MEANS_RG_corrected.1.16,RATIO_OF_MEANS_RG_corrected.1.17,RATIO_OF_MEANS_RG_corrected.1.18,RATIO_OF_MEANS_RG_corrected.1.19
1837,,1836.919312,0.395203,0.316771,0.908124,0.611787,0.510983,0.436257,0.460298,0.528813,0.482479,0.376587,0.461584,0.427105,0.421937,0.412951,0.632196,0.373819,0.900848,0.416163,3.490301
1838,,1837.926758,0.398472,0.318628,0.908353,0.610703,0.5123,0.443058,0.457715,0.52171,0.485053,0.376755,0.463671,0.432377,0.418449,0.413065,0.646661,0.376785,0.916215,0.415374,3.364693
1839,,1838.9198,0.39471,0.315635,0.959986,0.604682,0.503688,0.435695,0.453454,0.559907,0.481279,0.373466,0.457566,0.427743,0.44258,0.410654,0.637327,0.375062,0.913035,0.412612,3.478968
1840,,1839.925781,0.389783,0.31185,0.921879,0.61362,0.49641,0.433785,0.447887,0.534854,0.474305,0.371027,0.453194,0.419216,0.433035,0.408398,0.625856,0.372003,0.899103,0.409448,3.498972
1841,,1840.918579,0.390098,0.311039,0.906305,0.612266,0.492138,0.43234,0.446185,0.535415,0.476665,0.369614,0.452558,0.42094,0.430739,0.406507,0.623473,0.368977,0.892786,0.405952,3.385049
1842,,1841.924561,0.396727,0.315236,0.862592,0.61927,0.502502,0.437066,0.450429,0.518932,0.483828,0.376086,0.459179,0.428201,0.439213,0.412582,0.624925,0.375628,0.903588,0.41336,3.426689
1843,,1842.932129,0.391814,0.31104,0.916038,0.606012,0.493571,0.432757,0.447313,0.521723,0.480941,0.370656,0.454051,0.4207,0.438664,0.412139,0.620635,0.370587,0.898962,0.410792,3.636125
1844,,1843.923218,0.393096,0.312721,0.997296,0.60378,0.496369,0.435728,0.449185,0.532519,0.479644,0.37168,0.452089,0.42301,0.437211,0.414091,0.619462,0.370059,0.888736,0.41199,3.798428
1845,,1844.930542,0.397863,0.318185,0.957254,0.602465,0.501732,0.443286,0.451919,0.524967,0.485838,0.376145,0.460609,0.425871,0.441914,0.420293,0.629887,0.375937,0.904184,0.418263,3.407837
1846,,1845.921753,0.394847,0.317348,0.98976,0.592477,0.494687,0.438936,0.448908,0.529871,0.481154,0.373364,0.458113,0.425393,0.437954,0.415801,0.623088,0.370489,0.88951,0.417437,3.938826
1847,,1846.929321,0.393552,0.315402,0.894317,0.589626,0.49309,0.435788,0.442651,0.52876,0.480561,0.371893,0.45292,0.420215,0.433821,0.414897,0.615249,0.370373,0.898452,0.414916,3.432264
1848,,1847.920654,0.392584,0.314401,0.975988,0.613346,0.506143,0.434148,0.451214,0.529187,0.481634,0.372104,0.457874,0.42219,0.431009,0.418338,0.615435,0.368506,0.889956,0.413409,3.458993
1849,,1848.927979,0.395511,0.314548,0.981883,0.608664,0.546075,0.436549,0.449249,0.578862,0.482312,0.372241,0.456726,0.424672,0.432109,0.417542,0.620875,0.367618,0.891221,0.414984,3.66712
1850,,1849.935303,0.395541,0.315469,0.925856,0.602434,0.542488,0.443156,0.454716,0.538698,0.483025,0.374858,0.458713,0.424101,0.431644,0.416541,0.616955,0.372499,0.891627,0.412581,3.475385
1851,,1850.92688,0.400232,0.319114,0.93964,0.607324,0.543105,0.444209,0.453265,0.566792,0.490213,0.377776,0.462194,0.429058,0.436519,0.422446,0.630311,0.376041,0.90194,0.417734,3.558235
1852,,1851.934204,0.393951,0.316354,0.991066,0.596425,0.537109,0.439051,0.448941,0.553653,0.482278,0.374747,0.456113,0.42257,0.429641,0.417314,0.624963,0.369698,0.898173,0.41413,3.52006
1853,,1852.925537,0.392018,0.314791,0.862741,0.615521,0.532606,0.436805,0.446934,0.550161,0.481949,0.373392,0.454914,0.422606,0.427328,0.415225,0.619483,0.370713,0.89699,0.413789,3.364069
1854,,1853.932983,0.395869,0.316841,0.991146,0.610576,0.587135,0.441183,0.453674,0.570057,0.484396,0.37637,0.460303,0.429869,0.43353,0.423794,0.626076,0.370764,0.910529,0.418855,3.728123
1855,,1854.924316,0.390334,0.313285,0.851625,0.603829,0.57008,0.437056,0.461207,0.529368,0.480186,0.372352,0.45638,0.422583,0.430933,0.416021,0.616251,0.368322,0.898057,0.415236,3.29851
1856,,1855.931396,0.390785,0.314421,0.864858,0.618376,0.587209,0.434985,0.472861,0.5466,0.48312,0.372217,0.455737,0.425344,0.428572,0.418291,0.619007,0.370367,0.896471,0.416756,3.669408
1857,,1856.922852,0.395914,0.319437,0.911974,0.614592,0.585278,0.44472,0.47149,0.568264,0.488535,0.376529,0.465971,0.43007,0.437161,0.427336,0.625489,0.372994,0.908778,0.420955,3.350297
1858,,1857.930664,0.395028,0.320341,0.94368,0.610278,0.577375,0.441863,0.470277,0.555789,0.486881,0.379405,0.466254,0.430838,0.438828,0.427419,0.628872,0.377891,0.90323,0.422221,3.647958
1859,,1858.937622,0.39763,0.322553,0.918474,0.613783,0.575975,0.446054,0.475225,0.55195,0.493822,0.383671,0.469487,0.434603,0.470627,0.431771,0.635542,0.377907,0.910405,0.425239,3.438447
1860,,1859.929077,0.386609,0.312601,0.901299,0.610007,0.548956,0.429317,0.457992,0.530411,0.478454,0.371427,0.45228,0.420426,0.464382,0.450909,0.617827,0.367137,0.88753,0.415025,3.393125
1861,,1860.936279,0.396639,0.319922,0.944142,0.617262,0.555942,0.443464,0.473375,0.553758,0.489385,0.379701,0.465853,0.431261,0.470981,0.452401,0.634272,0.374595,0.904302,0.420887,3.782276
1862,,1861.927979,0.391618,0.317631,1.007207,0.606945,0.547085,0.437254,0.466174,0.558466,0.483206,0.376772,0.459408,0.427356,0.462018,0.447836,0.620318,0.370084,0.891291,0.421357,3.828127
1863,,1862.935425,0.388053,0.317028,0.953113,0.601154,0.542191,0.438102,0.459485,0.546211,0.482037,0.379198,0.460819,0.424764,0.459673,0.442976,0.618646,0.369602,0.886175,0.416467,3.641046
1864,,1863.926636,0.389278,0.31627,0.925413,0.597027,0.536036,0.432662,0.457008,0.532276,0.482513,0.376286,0.455712,0.424089,0.453393,0.439115,0.619075,0.368797,0.885359,0.41734,3.524859
1865,,1864.934082,0.391148,0.316259,0.935883,0.594313,0.534008,0.431383,0.458944,0.546354,0.481945,0.37735,0.455034,0.421625,0.450487,0.442371,0.627327,0.371642,0.883896,0.412972,3.438764
1866,,1865.94104,0.394109,0.321853,0.969924,0.604291,0.535027,0.442143,0.465709,0.57131,0.489134,0.381026,0.46323,0.432187,0.455052,0.450188,0.637723,0.372058,0.901746,0.421146,3.744011
1867,,1866.932495,0.388681,0.316119,0.909872,0.615458,0.527902,0.43669,0.452448,0.537785,0.481485,0.375118,0.457175,0.425833,0.444207,0.442199,0.636262,0.367263,0.884426,0.416598,3.439354
1868,,1867.940918,0.392538,0.318833,0.969835,0.609011,0.531502,0.44642,0.461634,0.549808,0.486694,0.377698,0.458864,0.43286,0.445966,0.443978,0.648325,0.368734,0.891948,0.41734,3.513641
1869,,1868.931152,0.393367,0.320435,0.971124,0.607916,0.581136,0.459425,0.459514,0.560906,0.488015,0.378917,0.458317,0.431393,0.447433,0.443323,0.650631,0.374112,0.896604,0.41874,3.640957
1870,,1869.938599,0.391312,0.315785,1.017211,0.596131,0.605492,0.460139,0.454232,0.557353,0.483521,0.373929,0.455955,0.427762,0.447871,0.445325,0.636164,0.370359,0.892488,0.414639,3.634676
1871,,1870.92981,0.391883,0.319416,0.958923,0.598194,0.593104,0.464115,0.462703,0.574301,0.487757,0.381393,0.464235,0.431243,0.448975,0.445257,0.643772,0.373618,0.900506,0.421436,3.5357
1872,,1871.937012,0.393492,0.321573,0.885545,0.594213,0.587467,0.462697,0.461042,0.556594,0.488061,0.380321,0.463425,0.430649,0.446036,0.443338,0.639283,0.375796,0.897982,0.419002,3.608576
1873,,1872.928223,0.390878,0.318498,0.980938,0.610483,0.580039,0.45931,0.458472,0.540387,0.486921,0.37957,0.458834,0.425065,0.44548,0.441164,0.638232,0.370524,0.90291,0.417624,3.744904
1874,,1873.935791,0.39126,0.317981,0.949329,0.608474,0.612862,0.453271,0.459717,0.532106,0.484323,0.377947,0.455734,0.4267,0.446332,0.439271,0.633897,0.372336,0.909941,0.417702,3.773708
1875,,1874.942993,0.389368,0.316922,0.976303,0.604214,0.605984,0.451596,0.476521,0.551919,0.48396,0.379617,0.458963,0.426018,0.464496,0.432069,0.623606,0.369358,0.905216,0.413193,3.656456
1876,,1875.934448,0.394437,0.319482,0.984487,0.606954,0.626167,0.452484,0.476736,0.544801,0.486523,0.381869,0.46087,0.430259,0.465017,0.438127,0.637276,0.37544,0.918491,0.420121,3.537246
1877,,1876.941895,0.390247,0.315793,0.916858,0.616763,0.608844,0.451612,0.467058,0.555281,0.483004,0.378255,0.458224,0.424565,0.470401,0.430269,0.63765,0.369834,0.906385,0.417058,3.10253
1878,,1877.933716,0.393542,0.317656,0.970854,0.612863,0.602886,0.453789,0.464115,0.5685,0.484682,0.378463,0.4565,0.427855,0.468852,0.433544,0.631679,0.375851,0.912771,0.423209,3.457507
1879,,1878.941162,0.392736,0.317212,1.007537,0.599855,0.594976,0.45198,0.464657,0.554756,0.480521,0.378424,0.455305,0.424189,0.462151,0.433682,0.633861,0.372774,0.91865,0.418333,4.090846
1880,,1879.932007,0.390261,0.315524,0.886654,0.596091,0.581771,0.455058,0.461513,0.537982,0.482544,0.375953,0.451618,0.418237,0.457977,0.430458,0.632778,0.369226,0.911317,0.417958,3.43477
1881,,1880.939331,0.38764,0.314753,0.925585,0.592448,0.570478,0.456032,0.460766,0.541054,0.481811,0.375636,0.453395,0.422344,0.456464,0.428799,0.636837,0.36943,0.910458,0.417876,3.395644
1882,,1881.946777,0.390208,0.318034,0.968368,0.615188,0.569432,0.466601,0.459481,0.581663,0.480365,0.375054,0.451328,0.422879,0.456694,0.426425,0.629091,0.370328,0.90797,0.417611,3.577989
1883,,1882.93811,0.385935,0.313481,0.897776,0.603645,0.555277,0.461709,0.450913,0.532349,0.478598,0.372737,0.450365,0.416752,0.448158,0.423736,0.623238,0.367762,0.910427,0.414415,3.436377
1884,,1883.945435,0.388499,0.318886,1.021779,0.602637,0.61105,0.468081,0.460203,0.564161,0.482267,0.379538,0.457349,0.42267,0.450301,0.427238,0.629369,0.370821,0.914246,0.417907,3.85489
1885,,1884.93689,0.385801,0.314318,0.913268,0.594405,0.592215,0.469583,0.451099,0.531161,0.479809,0.377972,0.451928,0.419758,0.442834,0.426233,0.617372,0.37043,0.905555,0.41544,3.395765
1886,,1885.944214,0.388246,0.316027,0.920836,0.593704,0.585713,0.478642,0.451803,0.514039,0.482172,0.374706,0.452842,0.416027,0.44384,0.421498,0.624872,0.370258,0.907222,0.417863,3.616053
1887,,1886.951416,0.389912,0.317916,0.904847,0.59269,0.581504,0.481256,0.453841,0.529873,0.483447,0.37794,0.45843,0.421496,0.444082,0.427632,0.629537,0.368066,0.914946,0.421621,3.875497
1888,,1887.942993,0.386399,0.316279,0.946324,0.588982,0.568708,0.480167,0.451313,0.563889,0.48008,0.376418,0.455256,0.420826,0.441417,0.459668,0.622538,0.369073,0.897955,0.416654,3.566982
1889,,1888.950317,0.389225,0.314922,0.996226,0.597948,0.562161,0.480506,0.450129,0.563968,0.48202,0.372259,0.457677,0.417809,0.437821,0.453828,0.620648,0.369085,0.897878,0.416251,3.777251
1890,,1889.94165,0.38774,0.317886,0.981301,0.605984,0.560485,0.489789,0.452216,0.540058,0.483647,0.374788,0.458274,0.418021,0.437693,0.450331,0.625672,0.37237,0.910062,0.418066,3.613026
1891,,1890.948975,0.390158,0.317524,0.827575,0.600243,0.555677,0.487475,0.454554,0.501706,0.484496,0.376139,0.456598,0.417506,0.438136,0.450604,0.620746,0.373282,0.894598,0.417861,3.401052
1892,,1891.940552,0.388349,0.315807,0.908946,0.594961,0.603047,0.48365,0.454417,0.538003,0.480977,0.373195,0.452961,0.413715,0.433846,0.443395,0.619097,0.370702,0.90852,0.416994,3.377242
1893,,1892.947754,0.388385,0.317967,0.842092,0.591395,0.596842,0.488831,0.455922,0.536389,0.485082,0.377739,0.452776,0.417607,0.43507,0.441709,0.620155,0.37441,0.910487,0.419506,3.211979
1894,,1893.94104,0.392711,0.322229,0.957033,0.625559,0.593486,0.50196,0.457462,0.562365,0.490737,0.381858,0.460639,0.424762,0.439741,0.448136,0.625278,0.379029,0.919956,0.425395,3.583387
1895,,1894.946289,0.388456,0.319218,0.864409,0.606032,0.578789,0.491524,0.453257,0.531219,0.486961,0.3752,0.456488,0.417323,0.433404,0.440482,0.614388,0.371866,0.911314,0.422365,3.526155
1896,,1895.953491,0.388663,0.319332,0.943011,0.599274,0.570233,0.495878,0.457448,0.540456,0.486958,0.377703,0.455472,0.421296,0.432492,0.439863,0.619097,0.375999,0.910937,0.420843,3.741774
1897,,1896.944824,0.385911,0.317225,0.888148,0.595646,0.618487,0.488177,0.467386,0.534985,0.481873,0.375585,0.4506,0.412241,0.42771,0.432696,0.608498,0.373905,0.910014,0.416426,3.119881
1898,,1897.952148,0.38902,0.317786,0.936561,0.592775,0.612143,0.495066,0.46518,0.564136,0.483357,0.374629,0.45268,0.418414,0.430167,0.432594,0.620983,0.375076,0.925595,0.419114,3.788867
1899,,1898.943481,0.385603,0.318092,0.922805,0.602483,0.596883,0.492033,0.481024,0.546233,0.480447,0.374287,0.448554,0.416134,0.428447,0.432059,0.618491,0.373357,0.917482,0.415872,3.580779
1900,,1899.95105,0.380139,0.31263,0.94318,0.593191,0.580425,0.479226,0.473731,0.539556,0.475711,0.371631,0.445632,0.412796,0.421951,0.424972,0.614587,0.369929,0.911259,0.412282,3.671878
1901,,1900.942383,0.381246,0.31504,0.847513,0.592033,0.574269,0.480409,0.468208,0.516528,0.477002,0.371036,0.444926,0.410436,0.421302,0.423786,0.60822,0.372381,0.910112,0.414924,3.420915
1902,,1901.949951,0.392817,0.322689,0.984138,0.601558,0.578762,0.488516,0.485025,0.540646,0.491193,0.382781,0.457741,0.423211,0.431765,0.434575,0.633818,0.378974,0.939483,0.425288,3.711245
1903,,1902.94104,0.384718,0.318581,0.939183,0.590466,0.566168,0.475626,0.478732,0.557882,0.484574,0.375265,0.450466,0.415488,0.422458,0.426465,0.620272,0.374604,0.925939,0.418154,3.739516
1904,,1903.949463,0.392995,0.321444,0.912598,0.614227,0.565624,0.477627,0.47816,0.540801,0.487893,0.379386,0.453237,0.417015,0.430633,0.427739,0.624931,0.378623,0.938173,0.420339,3.499043
1905,,1904.955688,0.391227,0.320195,0.909978,0.60576,0.578535,0.474277,0.476298,0.549836,0.486167,0.378032,0.453586,0.418913,0.424077,0.427293,0.627221,0.379276,0.937786,0.420949,3.591731
1906,,1905.94812,0.386971,0.318757,0.883821,0.597467,0.583059,0.474133,0.473009,0.538362,0.4839,0.376505,0.447134,0.414641,0.422885,0.423105,0.630065,0.37796,0.938565,0.418206,3.243172
1907,,1906.95459,0.386659,0.318887,0.884595,0.594246,0.573041,0.463225,0.475323,0.547225,0.482451,0.37565,0.448172,0.417168,0.422804,0.440923,0.630815,0.373195,0.93745,0.412883,3.531816
1908,,1907.945801,0.385936,0.318261,0.974932,0.590635,0.594266,0.464123,0.505118,0.556587,0.483937,0.375588,0.447531,0.41466,0.421886,0.439658,0.641961,0.372333,0.937751,0.412212,3.509333
1909,,1908.953247,0.385956,0.319515,0.872246,0.589728,0.585546,0.463138,0.523204,0.533078,0.487832,0.376534,0.451983,0.413154,0.420744,0.440411,0.645303,0.373922,0.960743,0.414257,3.292501
1910,,1909.960815,0.385697,0.317023,0.888654,0.588049,0.578185,0.466615,0.522018,0.532543,0.48706,0.378094,0.447632,0.414642,0.420122,0.437623,0.638195,0.375353,0.95563,0.415711,3.405773
1911,,1910.952148,0.380509,0.313892,0.923141,0.574506,0.562507,0.454969,0.518959,0.525781,0.480398,0.369602,0.443346,0.406853,0.413259,0.428303,0.630192,0.370493,0.941014,0.412651,3.63577
1912,,1911.959106,0.387973,0.318619,0.954455,0.583545,0.560848,0.464339,0.527502,0.547725,0.486763,0.37722,0.447787,0.413843,0.418139,0.433744,0.634608,0.376437,0.955518,0.417304,3.438965
1913,,1912.950317,0.38173,0.313556,0.823369,0.598701,0.553798,0.45861,0.520177,0.523294,0.483303,0.374558,0.446584,0.410202,0.415249,0.485376,0.623766,0.374809,0.946049,0.411939,3.402608
1914,,1913.957642,0.384022,0.315984,0.918543,0.593751,0.547987,0.45939,0.519776,0.521427,0.484172,0.372327,0.446683,0.414978,0.418291,0.476765,0.622666,0.374936,0.950033,0.417134,3.513872
1915,,1914.96521,0.386159,0.316246,0.894979,0.590723,0.543491,0.460969,0.509862,0.542904,0.482808,0.373733,0.444402,0.408649,0.412624,0.46446,0.618147,0.372941,0.95429,0.414719,3.516409
1916,,1915.956665,0.389504,0.319813,0.9153,0.591904,0.545516,0.461536,0.515855,0.525708,0.488885,0.377361,0.448451,0.415266,0.418173,0.469352,0.619331,0.378703,0.971064,0.417018,3.392589
1917,,1916.963989,0.392475,0.322407,0.989764,0.594066,0.54265,0.467963,0.509831,0.561905,0.490219,0.380557,0.454465,0.41898,0.421304,0.465108,0.631579,0.379792,0.965774,0.420334,3.991484
1918,,1917.956787,0.385783,0.316306,0.931344,0.593104,0.529449,0.461531,0.49949,0.553194,0.485284,0.37283,0.445454,0.41052,0.416522,0.463059,0.615606,0.375864,0.968589,0.419011,3.482645
1919,,1918.962769,0.385503,0.313452,0.919777,0.585301,0.52524,0.473984,0.491718,0.517361,0.484781,0.374095,0.445227,0.410686,0.415136,0.509246,0.612264,0.376086,0.957202,0.413974,3.32007
1920,,1919.953979,0.381139,0.313378,0.857971,0.579842,0.518981,0.475889,0.489975,0.529505,0.483566,0.371971,0.442721,0.409836,0.414287,0.49348,0.611963,0.374599,0.954852,0.410141,3.416712
1921,,1920.961304,0.38675,0.318463,0.971111,0.582413,0.524941,0.478118,0.491677,0.558105,0.484436,0.375656,0.443111,0.415682,0.416192,0.487677,0.623099,0.375684,0.968394,0.414314,3.616671
1922,,1921.96875,0.391228,0.319579,0.855372,0.58988,0.533867,0.481358,0.491721,0.541037,0.487462,0.377673,0.447545,0.416162,0.418004,0.483405,0.631361,0.381664,0.972633,0.416986,3.349118
1923,,1922.960083,0.383182,0.311228,0.903089,0.577185,0.54641,0.473437,0.48044,0.521523,0.48153,0.370856,0.442446,0.407184,0.411222,0.469992,0.620319,0.373348,0.946743,0.410562,3.098544
1924,,1923.96875,0.388088,0.317514,0.862567,0.583589,0.54727,0.473452,0.47868,0.518621,0.487733,0.378572,0.44959,0.415432,0.416079,0.471145,0.628644,0.38022,0.957316,0.415723,3.406931
1925,,1924.958862,0.386782,0.31756,0.903825,0.578773,0.544233,0.472234,0.482233,0.530439,0.485892,0.379208,0.451078,0.416155,0.419888,0.466449,0.634706,0.380643,0.973194,0.41903,3.17819
1926,,1925.966309,0.387708,0.319204,0.965921,0.585896,0.545329,0.472124,0.476264,0.542285,0.484906,0.377058,0.450027,0.410876,0.421362,0.465738,0.631548,0.379709,0.96902,0.417493,3.479278
1927,,1926.973511,0.387639,0.317803,0.905431,0.577938,0.539801,0.4738,0.473274,0.520024,0.48516,0.375777,0.447418,0.415218,0.416685,0.479796,0.632045,0.379997,0.966046,0.416431,3.447067
1928,,1927.965088,0.384504,0.315798,0.830798,0.57141,0.52772,0.473525,0.466837,0.52747,0.480906,0.372503,0.443754,0.40888,0.411964,0.533579,0.622786,0.374265,0.951846,0.411137,3.394803
1929,,1928.972412,0.392107,0.321242,0.918155,0.588338,0.580169,0.484735,0.480928,0.564627,0.49243,0.38019,0.457679,0.428658,0.423808,0.545766,0.638761,0.38434,0.969787,0.422971,3.5747
1930,,1929.963745,0.384443,0.316428,0.960961,0.577713,0.568501,0.477796,0.473003,0.581375,0.484856,0.374644,0.446264,0.419494,0.417789,0.526446,0.636599,0.409499,0.961565,0.418615,3.589066
1931,,1930.973145,0.384896,0.31484,0.907958,0.57798,0.55136,0.467112,0.461162,0.544374,0.480515,0.372071,0.442574,0.410666,0.409334,0.504007,0.635723,0.416296,0.951982,0.410946,3.80556
1932,,1931.962646,0.387995,0.318598,0.906675,0.579998,0.554708,0.470925,0.470312,0.537528,0.485536,0.375943,0.448579,0.417023,0.418198,0.500762,0.642586,0.438235,0.975728,0.419457,3.321233
1933,,1932.969971,0.384342,0.314384,0.87996,0.575125,0.540784,0.461591,0.465654,0.521525,0.47922,0.37402,0.442046,0.411681,0.4147,0.488664,0.632535,0.428566,0.967643,0.411506,3.573807
1934,,1933.977173,0.388021,0.317449,0.906847,0.575349,0.540629,0.471299,0.464605,0.524897,0.485987,0.377798,0.447239,0.412312,0.420706,0.486824,0.635792,0.443087,0.96871,0.421783,3.172486
1935,,1934.969238,0.386785,0.315136,0.891249,0.57746,0.535072,0.463709,0.467133,0.539388,0.485647,0.374389,0.444524,0.411724,0.416492,0.482149,0.627467,0.44593,0.976687,0.416674,3.431639
1936,,1935.97583,0.384996,0.315444,0.884319,0.588699,0.529549,0.459927,0.458951,0.520155,0.480899,0.372651,0.440832,0.411699,0.415533,0.472549,0.623401,0.441928,0.964516,0.41498,3.32286
1937,,1936.967285,0.395354,0.321938,0.960393,0.60094,0.539619,0.468272,0.475436,0.545418,0.495198,0.379714,0.453859,0.420907,0.425659,0.477248,0.638258,0.460248,0.991647,0.423997,3.467085
1938,,1937.974487,0.383592,0.312822,0.913592,0.580439,0.523532,0.45804,0.464719,0.540459,0.479983,0.37108,0.439594,0.413012,0.41223,0.461334,0.630254,0.451671,0.980467,0.413736,3.427267
1939,,1938.96582,0.385869,0.315562,0.87723,0.589295,0.524836,0.458846,0.466839,0.528248,0.485085,0.375452,0.442673,0.413858,0.413933,0.459375,0.636324,0.450085,0.974143,0.41613,3.257025
1940,,1939.973145,0.392338,0.317067,0.925323,0.591494,0.52721,0.461749,0.469064,0.543412,0.487567,0.377574,0.448305,0.415456,0.42037,0.456401,0.652512,0.448795,0.993644,0.423005,3.426707
1941,,1940.964722,0.390821,0.318256,0.910141,0.603261,0.527819,0.460872,0.470021,0.529012,0.48758,0.378081,0.449074,0.418219,0.417136,0.454474,0.648593,0.448078,1.000118,0.420367,3.376324
1942,,1941.971802,0.388898,0.317012,0.968333,0.603993,0.520034,0.455474,0.466387,0.541122,0.485178,0.37441,0.442872,0.417076,0.416091,0.447549,0.639044,0.440036,1.010481,0.417411,4.002188
1943,,1942.979248,0.383621,0.310182,0.869795,0.590024,0.508352,0.446851,0.456705,0.521181,0.47517,0.369835,0.437052,0.408148,0.405459,0.440689,0.624282,0.429907,0.98685,0.409635,3.214392
1944,,1943.970947,0.384243,0.312432,0.859815,0.589447,0.512063,0.452099,0.458986,0.520563,0.479848,0.371107,0.439586,0.413062,0.410149,0.440307,0.633691,0.432889,0.992593,0.41165,3.413563
1945,,1944.978394,0.390396,0.317738,0.93631,0.595847,0.519777,0.456943,0.481597,0.547243,0.486575,0.379054,0.446613,0.421452,0.418559,0.444108,0.646827,0.443703,1.014144,0.421254,3.624163
1946,,1945.969482,0.387259,0.314025,0.958595,0.608238,0.515872,0.452995,0.477203,0.576084,0.482249,0.374889,0.442558,0.409257,0.409192,0.436686,0.6359,0.443583,1.012588,0.415334,3.64759
1947,,1946.976807,0.386084,0.314249,0.999773,0.602065,0.512221,0.451342,0.474511,0.566979,0.484385,0.372515,0.442541,0.414559,0.409411,0.434159,0.629993,0.438447,0.997502,0.412514,3.605456
1948,,1947.968384,0.388705,0.317449,0.879779,0.604283,0.570913,0.4543,0.473697,0.51308,0.483891,0.376874,0.441906,0.412517,0.4139,0.433726,0.631484,0.437806,1.016389,0.419729,3.576113
